Model,MDO3012
Firmware Version,1.26

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.0002
Horizontal Delay,0
Sample Interval,2e-07
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.002
Vertical Position,-0.26
,
,
,
Label,
TIME,CH2
-5.2920e-04,0.00565125
-5.2900e-04,0.00585625
-5.2880e-04,0.00579625
-5.2860e-04,0.00580469
-5.2840e-04,0.00592031
-5.2820e-04,0.00608063
-5.2800e-04,0.00582875
-5.2780e-04,0.00581594
-5.2760e-04,0.00612313
-5.2740e-04,0.0059425
-5.2720e-04,0.00582406
-5.2700e-04,0.00604469
-5.2680e-04,0.00590031
-5.2660e-04,0.00587938
-5.2640e-04,0.00594969
-5.2620e-04,0.00585313
-5.2600e-04,0.00608688
-5.2580e-04,0.00586719
-5.2560e-04,0.00576219
-5.2540e-04,0.00582125
-5.2520e-04,0.00600219
-5.2500e-04,0.00591094
-5.2480e-04,0.00573437
-5.2460e-04,0.00602031
-5.2440e-04,0.00609344
-5.2420e-04,0.00575094
-5.2400e-04,0.00592
-5.2380e-04,0.00580938
-5.2360e-04,0.00570188
-5.2340e-04,0.00611594
-5.2320e-04,0.00585688
-5.2300e-04,0.00602625
-5.2280e-04,0.00577875
-5.2260e-04,0.00576094
-5.2240e-04,0.00590313
-5.2220e-04,0.00608344
-5.2200e-04,0.00600219
-5.2180e-04,0.00569563
-5.2160e-04,0.00608219
-5.2140e-04,0.00588375
-5.2120e-04,0.00586156
-5.2100e-04,0.00588156
-5.2080e-04,0.00592438
-5.2060e-04,0.00597813
-5.2040e-04,0.00595875
-5.2020e-04,0.00578844
-5.2000e-04,0.00571187
-5.1980e-04,0.00588531
-5.1960e-04,0.005835
-5.1940e-04,0.0060075
-5.1920e-04,0.00606781
-5.1900e-04,0.00574875
-5.1880e-04,0.00563906
-5.1860e-04,0.0059075
-5.1840e-04,0.00608469
-5.1820e-04,0.00593562
-5.1800e-04,0.00619594
-5.1780e-04,0.00574906
-5.1760e-04,0.0059525
-5.1740e-04,0.0058175
-5.1720e-04,0.00563781
-5.1700e-04,0.00577688
-5.1680e-04,0.00592438
-5.1660e-04,0.00580688
-5.1640e-04,0.00583344
-5.1620e-04,0.00607375
-5.1600e-04,0.00582437
-5.1580e-04,0.00583156
-5.1560e-04,0.00560406
-5.1540e-04,0.0058925
-5.1520e-04,0.00574438
-5.1500e-04,0.0057825
-5.1480e-04,0.00582812
-5.1460e-04,0.00576844
-5.1440e-04,0.00575813
-5.1420e-04,0.00587812
-5.1400e-04,0.00584219
-5.1380e-04,0.00568781
-5.1360e-04,0.00596844
-5.1340e-04,0.00570156
-5.1320e-04,0.00566875
-5.1300e-04,0.00613469
-5.1280e-04,0.00556437
-5.1260e-04,0.00586156
-5.1240e-04,0.0056175
-5.1220e-04,0.00602906
-5.1200e-04,0.00602313
-5.1180e-04,0.00564844
-5.1160e-04,0.005835
-5.1140e-04,0.00577656
-5.1120e-04,0.00560281
-5.1100e-04,0.00582469
-5.1080e-04,0.00569719
-5.1060e-04,0.00579188
-5.1040e-04,0.00578594
-5.1020e-04,0.00572375
-5.1000e-04,0.00586813
-5.0980e-04,0.00592813
-5.0960e-04,0.00582875
-5.0940e-04,0.00604188
-5.0920e-04,0.00571938
-5.0900e-04,0.00568594
-5.0880e-04,0.00568375
-5.0860e-04,0.00577188
-5.0840e-04,0.00582688
-5.0820e-04,0.00602656
-5.0800e-04,0.00585406
-5.0780e-04,0.00585531
-5.0760e-04,0.00580719
-5.0740e-04,0.00589406
-5.0720e-04,0.00571781
-5.0700e-04,0.00595219
-5.0680e-04,0.00570312
-5.0660e-04,0.00592438
-5.0640e-04,0.00587594
-5.0620e-04,0.00594563
-5.0600e-04,0.00576906
-5.0580e-04,0.00587594
-5.0560e-04,0.00597969
-5.0540e-04,0.00593531
-5.0520e-04,0.00592438
-5.0500e-04,0.00586656
-5.0480e-04,0.00595469
-5.0460e-04,0.00614906
-5.0440e-04,0.00603219
-5.0420e-04,0.00596531
-5.0400e-04,0.00596781
-5.0380e-04,0.00561438
-5.0360e-04,0.00583781
-5.0340e-04,0.00600312
-5.0320e-04,0.00589719
-5.0300e-04,0.00569594
-5.0280e-04,0.00558031
-5.0260e-04,0.0057425
-5.0240e-04,0.0058475
-5.0220e-04,0.00593063
-5.0200e-04,0.00574219
-5.0180e-04,0.00576344
-5.0160e-04,0.00587906
-5.0140e-04,0.00593125
-5.0120e-04,0.00571469
-5.0100e-04,0.00602938
-5.0080e-04,0.00588031
-5.0060e-04,0.00580313
-5.0040e-04,0.00593719
-5.0020e-04,0.00564
-5.0000e-04,0.00573188
-4.9980e-04,0.00602531
-4.9960e-04,0.00583875
-4.9940e-04,0.00563969
-4.9920e-04,0.00579906
-4.9900e-04,0.00582094
-4.9880e-04,0.00570406
-4.9860e-04,0.00587375
-4.9840e-04,0.00572875
-4.9820e-04,0.00620688
-4.9800e-04,0.00612063
-4.9780e-04,0.00557406
-4.9760e-04,0.00578031
-4.9740e-04,0.00581125
-4.9720e-04,0.00574125
-4.9700e-04,0.00597344
-4.9680e-04,0.005835
-4.9660e-04,0.00550375
-4.9640e-04,0.00617125
-4.9620e-04,0.00561812
-4.9600e-04,0.00576125
-4.9580e-04,0.00590688
-4.9560e-04,0.00588344
-4.9540e-04,0.00582812
-4.9520e-04,0.00605875
-4.9500e-04,0.00600031
-4.9480e-04,0.00575
-4.9460e-04,0.00565875
-4.9440e-04,0.00585062
-4.9420e-04,0.00582688
-4.9400e-04,0.00591812
-4.9380e-04,0.00589188
-4.9360e-04,0.00572844
-4.9340e-04,0.00565594
-4.9320e-04,0.00577937
-4.9300e-04,0.00588625
-4.9280e-04,0.00594937
-4.9260e-04,0.00586
-4.9240e-04,0.00616781
-4.9220e-04,0.00580563
-4.9200e-04,0.00590594
-4.9180e-04,0.00585594
-4.9160e-04,0.00600969
-4.9140e-04,0.00577531
-4.9120e-04,0.00579188
-4.9100e-04,0.00587406
-4.9080e-04,0.00591219
-4.9060e-04,0.00590344
-4.9040e-04,0.00578688
-4.9020e-04,0.00599875
-4.9000e-04,0.00558156
-4.8980e-04,0.00581531
-4.8960e-04,0.00580781
-4.8940e-04,0.00584469
-4.8920e-04,0.00567094
-4.8900e-04,0.00578125
-4.8880e-04,0.00579469
-4.8860e-04,0.00609188
-4.8840e-04,0.00585625
-4.8820e-04,0.00572594
-4.8800e-04,0.00573969
-4.8780e-04,0.00569313
-4.8760e-04,0.00582125
-4.8740e-04,0.00572969
-4.8720e-04,0.00588031
-4.8700e-04,0.00574531
-4.8680e-04,0.00553875
-4.8660e-04,0.00559
-4.8640e-04,0.00539406
-4.8620e-04,0.00593313
-4.8600e-04,0.00595406
-4.8580e-04,0.00578094
-4.8560e-04,0.0058275
-4.8540e-04,0.00576063
-4.8520e-04,0.00595156
-4.8500e-04,0.005655
-4.8480e-04,0.00585125
-4.8460e-04,0.00590688
-4.8440e-04,0.00595375
-4.8420e-04,0.00591219
-4.8400e-04,0.00560688
-4.8380e-04,0.00578812
-4.8360e-04,0.00572
-4.8340e-04,0.00588125
-4.8320e-04,0.00591
-4.8300e-04,0.00586406
-4.8280e-04,0.00600938
-4.8260e-04,0.00591938
-4.8240e-04,0.00590875
-4.8220e-04,0.00596344
-4.8200e-04,0.005515
-4.8180e-04,0.00564406
-4.8160e-04,0.0057275
-4.8140e-04,0.0057925
-4.8120e-04,0.00569
-4.8100e-04,0.00583344
-4.8080e-04,0.00575781
-4.8060e-04,0.00597156
-4.8040e-04,0.00585125
-4.8020e-04,0.00581563
-4.8000e-04,0.00573531
-4.7980e-04,0.00581969
-4.7960e-04,0.00591031
-4.7940e-04,0.00584375
-4.7920e-04,0.00574969
-4.7900e-04,0.00575156
-4.7880e-04,0.00581344
-4.7860e-04,0.00572813
-4.7840e-04,0.00582938
-4.7820e-04,0.0059525
-4.7800e-04,0.00599469
-4.7780e-04,0.00560344
-4.7760e-04,0.00574469
-4.7740e-04,0.00594156
-4.7720e-04,0.00583813
-4.7700e-04,0.00588125
-4.7680e-04,0.00595969
-4.7660e-04,0.0057525
-4.7640e-04,0.00597656
-4.7620e-04,0.00579687
-4.7600e-04,0.005725
-4.7580e-04,0.00551
-4.7560e-04,0.00566156
-4.7540e-04,0.00573531
-4.7520e-04,0.00573406
-4.7500e-04,0.00577125
-4.7480e-04,0.00584969
-4.7460e-04,0.0056475
-4.7440e-04,0.00581406
-4.7420e-04,0.00560344
-4.7400e-04,0.00576094
-4.7380e-04,0.00569344
-4.7360e-04,0.00570375
-4.7340e-04,0.00583938
-4.7320e-04,0.005815
-4.7300e-04,0.00586625
-4.7280e-04,0.00573313
-4.7260e-04,0.00563094
-4.7240e-04,0.00583281
-4.7220e-04,0.00567781
-4.7200e-04,0.00559781
-4.7180e-04,0.00568156
-4.7160e-04,0.0056725
-4.7140e-04,0.00569719
-4.7120e-04,0.0056525
-4.7100e-04,0.00568219
-4.7080e-04,0.00577656
-4.7060e-04,0.00594
-4.7040e-04,0.00576438
-4.7020e-04,0.00562406
-4.7000e-04,0.00578344
-4.6980e-04,0.0056775
-4.6960e-04,0.00573313
-4.6940e-04,0.00543031
-4.6920e-04,0.00557625
-4.6900e-04,0.00569125
-4.6880e-04,0.00553625
-4.6860e-04,0.00558594
-4.6840e-04,0.00550656
-4.6820e-04,0.00568469
-4.6800e-04,0.00562844
-4.6780e-04,0.00571
-4.6760e-04,0.0055275
-4.6740e-04,0.00586281
-4.6720e-04,0.00570656
-4.6700e-04,0.00573406
-4.6680e-04,0.00573563
-4.6660e-04,0.00558406
-4.6640e-04,0.00572938
-4.6620e-04,0.00552969
-4.6600e-04,0.00559875
-4.6580e-04,0.00576719
-4.6560e-04,0.00578438
-4.6540e-04,0.00575781
-4.6520e-04,0.00591625
-4.6500e-04,0.00575219
-4.6480e-04,0.00572031
-4.6460e-04,0.00567063
-4.6440e-04,0.00586063
-4.6420e-04,0.00573594
-4.6400e-04,0.00563156
-4.6380e-04,0.00576844
-4.6360e-04,0.00569563
-4.6340e-04,0.00576406
-4.6320e-04,0.00571156
-4.6300e-04,0.00573469
-4.6280e-04,0.00584906
-4.6260e-04,0.00560563
-4.6240e-04,0.00571531
-4.6220e-04,0.00596813
-4.6200e-04,0.00585438
-4.6180e-04,0.00583531
-4.6160e-04,0.00601781
-4.6140e-04,0.00577469
-4.6120e-04,0.00578688
-4.6100e-04,0.00576813
-4.6080e-04,0.00559875
-4.6060e-04,0.00613781
-4.6040e-04,0.00583625
-4.6020e-04,0.00576187
-4.6000e-04,0.00584656
-4.5980e-04,0.00578531
-4.5960e-04,0.00566969
-4.5940e-04,0.00604156
-4.5920e-04,0.005795
-4.5900e-04,0.00574625
-4.5880e-04,0.00572813
-4.5860e-04,0.00590937
-4.5840e-04,0.00570594
-4.5820e-04,0.00592344
-4.5800e-04,0.00574563
-4.5780e-04,0.00557188
-4.5760e-04,0.00567469
-4.5740e-04,0.00613594
-4.5720e-04,0.00600594
-4.5700e-04,0.00578094
-4.5680e-04,0.00560031
-4.5660e-04,0.00583563
-4.5640e-04,0.00570219
-4.5620e-04,0.00580438
-4.5600e-04,0.00574125
-4.5580e-04,0.00575375
-4.5560e-04,0.00579094
-4.5540e-04,0.00577875
-4.5520e-04,0.006065
-4.5500e-04,0.00607
-4.5480e-04,0.00580031
-4.5460e-04,0.00569844
-4.5440e-04,0.00609344
-4.5420e-04,0.00583813
-4.5400e-04,0.00580844
-4.5380e-04,0.00575188
-4.5360e-04,0.00566375
-4.5340e-04,0.00579219
-4.5320e-04,0.00588906
-4.5300e-04,0.00582156
-4.5280e-04,0.00571313
-4.5260e-04,0.00581062
-4.5240e-04,0.00584563
-4.5220e-04,0.00586437
-4.5200e-04,0.00589719
-4.5180e-04,0.00569938
-4.5160e-04,0.00559031
-4.5140e-04,0.00598969
-4.5120e-04,0.00588187
-4.5100e-04,0.00580344
-4.5080e-04,0.00593531
-4.5060e-04,0.00552719
-4.5040e-04,0.0058225
-4.5020e-04,0.00571187
-4.5000e-04,0.00565313
-4.4980e-04,0.00587469
-4.4960e-04,0.00565906
-4.4940e-04,0.00551688
-4.4920e-04,0.00562531
-4.4900e-04,0.00578156
-4.4880e-04,0.00557594
-4.4860e-04,0.00599094
-4.4840e-04,0.00575719
-4.4820e-04,0.00573313
-4.4800e-04,0.00561063
-4.4780e-04,0.00573875
-4.4760e-04,0.00601563
-4.4740e-04,0.00573063
-4.4720e-04,0.0058425
-4.4700e-04,0.00573656
-4.4680e-04,0.00561688
-4.4660e-04,0.00575594
-4.4640e-04,0.00556531
-4.4620e-04,0.00546
-4.4600e-04,0.00551969
-4.4580e-04,0.00558687
-4.4560e-04,0.00577563
-4.4540e-04,0.00562312
-4.4520e-04,0.00564281
-4.4500e-04,0.0056975
-4.4480e-04,0.0056175
-4.4460e-04,0.0055375
-4.4440e-04,0.00569188
-4.4420e-04,0.00575875
-4.4400e-04,0.005545
-4.4380e-04,0.00578313
-4.4360e-04,0.00556906
-4.4340e-04,0.00546625
-4.4320e-04,0.00569313
-4.4300e-04,0.00581594
-4.4280e-04,0.00576656
-4.4260e-04,0.00561
-4.4240e-04,0.00580438
-4.4220e-04,0.00573531
-4.4200e-04,0.00572938
-4.4180e-04,0.00567469
-4.4160e-04,0.00596219
-4.4140e-04,0.00576281
-4.4120e-04,0.00546906
-4.4100e-04,0.00568125
-4.4080e-04,0.00575188
-4.4060e-04,0.00565156
-4.4040e-04,0.00557688
-4.4020e-04,0.00579781
-4.4000e-04,0.00570906
-4.3980e-04,0.00574719
-4.3960e-04,0.00560531
-4.3940e-04,0.00571625
-4.3920e-04,0.00545031
-4.3900e-04,0.00563313
-4.3880e-04,0.0055325
-4.3860e-04,0.00563313
-4.3840e-04,0.005835
-4.3820e-04,0.00558156
-4.3800e-04,0.00550938
-4.3780e-04,0.00562469
-4.3760e-04,0.00547438
-4.3740e-04,0.00575156
-4.3720e-04,0.00570469
-4.3700e-04,0.0058025
-4.3680e-04,0.00567156
-4.3660e-04,0.00567187
-4.3640e-04,0.00564
-4.3620e-04,0.00572938
-4.3600e-04,0.005615
-4.3580e-04,0.00546625
-4.3560e-04,0.00586344
-4.3540e-04,0.00557219
-4.3520e-04,0.00582469
-4.3500e-04,0.00571563
-4.3480e-04,0.00555531
-4.3460e-04,0.00590594
-4.3440e-04,0.00572969
-4.3420e-04,0.00571281
-4.3400e-04,0.00585719
-4.3380e-04,0.005885
-4.3360e-04,0.00567969
-4.3340e-04,0.00544375
-4.3320e-04,0.00555594
-4.3300e-04,0.00603375
-4.3280e-04,0.00560125
-4.3260e-04,0.00596
-4.3240e-04,0.00561938
-4.3220e-04,0.00561719
-4.3200e-04,0.00573281
-4.3180e-04,0.00586094
-4.3160e-04,0.00576313
-4.3140e-04,0.00570625
-4.3120e-04,0.00571563
-4.3100e-04,0.00576125
-4.3080e-04,0.00577031
-4.3060e-04,0.0058025
-4.3040e-04,0.00604688
-4.3020e-04,0.00562219
-4.3000e-04,0.00575969
-4.2980e-04,0.00585
-4.2960e-04,0.00593125
-4.2940e-04,0.0057375
-4.2920e-04,0.00573875
-4.2900e-04,0.00576219
-4.2880e-04,0.005735
-4.2860e-04,0.005775
-4.2840e-04,0.00572625
-4.2820e-04,0.00588938
-4.2800e-04,0.00556625
-4.2780e-04,0.00569188
-4.2760e-04,0.00582625
-4.2740e-04,0.00566438
-4.2720e-04,0.00558344
-4.2700e-04,0.00561938
-4.2680e-04,0.00583094
-4.2660e-04,0.00569281
-4.2640e-04,0.00570125
-4.2620e-04,0.00553656
-4.2600e-04,0.00590563
-4.2580e-04,0.00576375
-4.2560e-04,0.00571375
-4.2540e-04,0.00560281
-4.2520e-04,0.00597781
-4.2500e-04,0.00571094
-4.2480e-04,0.00553031
-4.2460e-04,0.00584531
-4.2440e-04,0.00573625
-4.2420e-04,0.00558844
-4.2400e-04,0.00580063
-4.2380e-04,0.00572844
-4.2360e-04,0.00551375
-4.2340e-04,0.00549781
-4.2320e-04,0.00588375
-4.2300e-04,0.00570406
-4.2280e-04,0.00579438
-4.2260e-04,0.00563625
-4.2240e-04,0.0053675
-4.2220e-04,0.00569969
-4.2200e-04,0.00564688
-4.2180e-04,0.00573406
-4.2160e-04,0.00559187
-4.2140e-04,0.00596563
-4.2120e-04,0.00570781
-4.2100e-04,0.00564
-4.2080e-04,0.00562406
-4.2060e-04,0.00562469
-4.2040e-04,0.00569531
-4.2020e-04,0.00533687
-4.2000e-04,0.00565688
-4.1980e-04,0.00594188
-4.1960e-04,0.00564906
-4.1940e-04,0.00571563
-4.1920e-04,0.00572219
-4.1900e-04,0.00579406
-4.1880e-04,0.00577531
-4.1860e-04,0.00572375
-4.1840e-04,0.00590844
-4.1820e-04,0.00576594
-4.1800e-04,0.00591875
-4.1780e-04,0.00578781
-4.1760e-04,0.00588
-4.1740e-04,0.005705
-4.1720e-04,0.0058675
-4.1700e-04,0.00600438
-4.1680e-04,0.00569188
-4.1660e-04,0.00577125
-4.1640e-04,0.00572313
-4.1620e-04,0.00572
-4.1600e-04,0.00562719
-4.1580e-04,0.00600063
-4.1560e-04,0.005805
-4.1540e-04,0.00556844
-4.1520e-04,0.00591438
-4.1500e-04,0.00588281
-4.1480e-04,0.00587688
-4.1460e-04,0.00570375
-4.1440e-04,0.00582594
-4.1420e-04,0.00565969
-4.1400e-04,0.00571219
-4.1380e-04,0.00574031
-4.1360e-04,0.00573969
-4.1340e-04,0.0058575
-4.1320e-04,0.00545
-4.1300e-04,0.0058175
-4.1280e-04,0.00556188
-4.1260e-04,0.0058125
-4.1240e-04,0.00578375
-4.1220e-04,0.00571687
-4.1200e-04,0.00591281
-4.1180e-04,0.00601156
-4.1160e-04,0.0058475
-4.1140e-04,0.00591781
-4.1120e-04,0.00577906
-4.1100e-04,0.00579375
-4.1080e-04,0.00567063
-4.1060e-04,0.00565313
-4.1040e-04,0.00568
-4.1020e-04,0.0056125
-4.1000e-04,0.00562906
-4.0980e-04,0.00577031
-4.0960e-04,0.00568219
-4.0940e-04,0.00564937
-4.0920e-04,0.00580219
-4.0900e-04,0.00567563
-4.0880e-04,0.00582688
-4.0860e-04,0.00561188
-4.0840e-04,0.00556781
-4.0820e-04,0.00569219
-4.0800e-04,0.00565469
-4.0780e-04,0.00573344
-4.0760e-04,0.00566281
-4.0740e-04,0.00569781
-4.0720e-04,0.00598219
-4.0700e-04,0.00545875
-4.0680e-04,0.00572625
-4.0660e-04,0.00596031
-4.0640e-04,0.00570063
-4.0620e-04,0.00577531
-4.0600e-04,0.00563375
-4.0580e-04,0.00581031
-4.0560e-04,0.00569906
-4.0540e-04,0.00562781
-4.0520e-04,0.00593813
-4.0500e-04,0.00593719
-4.0480e-04,0.00593969
-4.0460e-04,0.00572688
-4.0440e-04,0.00563469
-4.0420e-04,0.00577094
-4.0400e-04,0.00574063
-4.0380e-04,0.00559406
-4.0360e-04,0.00572469
-4.0340e-04,0.00557406
-4.0320e-04,0.0057825
-4.0300e-04,0.00569875
-4.0280e-04,0.00562063
-4.0260e-04,0.00580875
-4.0240e-04,0.00586844
-4.0220e-04,0.00573281
-4.0200e-04,0.00568219
-4.0180e-04,0.0056275
-4.0160e-04,0.00571844
-4.0140e-04,0.005905
-4.0120e-04,0.00558406
-4.0100e-04,0.00572844
-4.0080e-04,0.00576094
-4.0060e-04,0.00564344
-4.0040e-04,0.00571906
-4.0020e-04,0.00560844
-4.0000e-04,0.00565094
-3.9980e-04,0.005745
-3.9960e-04,0.00583813
-3.9940e-04,0.00573063
-3.9920e-04,0.00583938
-3.9900e-04,0.00579469
-3.9880e-04,0.00559656
-3.9860e-04,0.00577281
-3.9840e-04,0.00567063
-3.9820e-04,0.00580187
-3.9800e-04,0.00576781
-3.9780e-04,0.00593
-3.9760e-04,0.00588938
-3.9740e-04,0.00565281
-3.9720e-04,0.00551625
-3.9700e-04,0.00533313
-3.9680e-04,0.00585938
-3.9660e-04,0.00561031
-3.9640e-04,0.00583719
-3.9620e-04,0.00570938
-3.9600e-04,0.00574844
-3.9580e-04,0.00564094
-3.9560e-04,0.00579594
-3.9540e-04,0.00566438
-3.9520e-04,0.00577156
-3.9500e-04,0.00554094
-3.9480e-04,0.00564625
-3.9460e-04,0.00577125
-3.9440e-04,0.00566625
-3.9420e-04,0.00573719
-3.9400e-04,0.00567031
-3.9380e-04,0.00549281
-3.9360e-04,0.00577594
-3.9340e-04,0.00571094
-3.9320e-04,0.00554781
-3.9300e-04,0.00554219
-3.9280e-04,0.00567125
-3.9260e-04,0.00546219
-3.9240e-04,0.00557625
-3.9220e-04,0.0056075
-3.9200e-04,0.00582938
-3.9180e-04,0.0055075
-3.9160e-04,0.00567625
-3.9140e-04,0.00570375
-3.9120e-04,0.00556
-3.9100e-04,0.00540812
-3.9080e-04,0.00585062
-3.9060e-04,0.00589375
-3.9040e-04,0.00572938
-3.9020e-04,0.00568406
-3.9000e-04,0.00567438
-3.8980e-04,0.00583938
-3.8960e-04,0.00584281
-3.8940e-04,0.00563
-3.8920e-04,0.00586688
-3.8900e-04,0.00556313
-3.8880e-04,0.00568156
-3.8860e-04,0.0056875
-3.8840e-04,0.00564375
-3.8820e-04,0.0056375
-3.8800e-04,0.0055825
-3.8780e-04,0.00581625
-3.8760e-04,0.00557406
-3.8740e-04,0.00545844
-3.8720e-04,0.00571563
-3.8700e-04,0.00567
-3.8680e-04,0.00584844
-3.8660e-04,0.00551906
-3.8640e-04,0.006
-3.8620e-04,0.00581563
-3.8600e-04,0.00561688
-3.8580e-04,0.00588687
-3.8560e-04,0.00568031
-3.8540e-04,0.00566188
-3.8520e-04,0.00579781
-3.8500e-04,0.0058525
-3.8480e-04,0.00564594
-3.8460e-04,0.005895
-3.8440e-04,0.00585
-3.8420e-04,0.00575438
-3.8400e-04,0.00570906
-3.8380e-04,0.00604719
-3.8360e-04,0.00592906
-3.8340e-04,0.00577313
-3.8320e-04,0.00563187
-3.8300e-04,0.00567344
-3.8280e-04,0.00553188
-3.8260e-04,0.00563969
-3.8240e-04,0.00578563
-3.8220e-04,0.00597656
-3.8200e-04,0.00576594
-3.8180e-04,0.00558031
-3.8160e-04,0.005675
-3.8140e-04,0.00573094
-3.8120e-04,0.00571563
-3.8100e-04,0.00589656
-3.8080e-04,0.00578281
-3.8060e-04,0.00542281
-3.8040e-04,0.00576094
-3.8020e-04,0.0057725
-3.8000e-04,0.0057475
-3.7980e-04,0.00549094
-3.7960e-04,0.00572969
-3.7940e-04,0.00561969
-3.7920e-04,0.00571125
-3.7900e-04,0.00588031
-3.7880e-04,0.0055225
-3.7860e-04,0.00574031
-3.7840e-04,0.00564281
-3.7820e-04,0.00590125
-3.7800e-04,0.00568625
-3.7780e-04,0.00582219
-3.7760e-04,0.00582656
-3.7740e-04,0.00571781
-3.7720e-04,0.0058225
-3.7700e-04,0.00578313
-3.7680e-04,0.00574281
-3.7660e-04,0.00560781
-3.7640e-04,0.00574281
-3.7620e-04,0.00545438
-3.7600e-04,0.00558563
-3.7580e-04,0.0056925
-3.7560e-04,0.005745
-3.7540e-04,0.00553594
-3.7520e-04,0.00568031
-3.7500e-04,0.00548188
-3.7480e-04,0.00587375
-3.7460e-04,0.0054775
-3.7440e-04,0.00555938
-3.7420e-04,0.00556281
-3.7400e-04,0.00565156
-3.7380e-04,0.00556313
-3.7360e-04,0.00566125
-3.7340e-04,0.00567375
-3.7320e-04,0.00574312
-3.7300e-04,0.00566531
-3.7280e-04,0.0056325
-3.7260e-04,0.00578594
-3.7240e-04,0.00574781
-3.7220e-04,0.00575938
-3.7200e-04,0.00570781
-3.7180e-04,0.00581656
-3.7160e-04,0.00614688
-3.7140e-04,0.00591094
-3.7120e-04,0.00568281
-3.7100e-04,0.00576813
-3.7080e-04,0.00563781
-3.7060e-04,0.00575938
-3.7040e-04,0.00548031
-3.7020e-04,0.00586125
-3.7000e-04,0.00540656
-3.6980e-04,0.00573906
-3.6960e-04,0.00567687
-3.6940e-04,0.00580313
-3.6920e-04,0.00577688
-3.6900e-04,0.00587688
-3.6880e-04,0.00574063
-3.6860e-04,0.00566781
-3.6840e-04,0.00557812
-3.6820e-04,0.00574656
-3.6800e-04,0.00604719
-3.6780e-04,0.0059225
-3.6760e-04,0.0058775
-3.6740e-04,0.00562875
-3.6720e-04,0.00588187
-3.6700e-04,0.00579406
-3.6680e-04,0.00538313
-3.6660e-04,0.00592969
-3.6640e-04,0.00583281
-3.6620e-04,0.00569031
-3.6600e-04,0.00577469
-3.6580e-04,0.00572844
-3.6560e-04,0.00568719
-3.6540e-04,0.0056725
-3.6520e-04,0.00566063
-3.6500e-04,0.00596844
-3.6480e-04,0.00572562
-3.6460e-04,0.00565
-3.6440e-04,0.00568438
-3.6420e-04,0.00558563
-3.6400e-04,0.00576625
-3.6380e-04,0.00567375
-3.6360e-04,0.00551656
-3.6340e-04,0.00572781
-3.6320e-04,0.00572313
-3.6300e-04,0.00570563
-3.6280e-04,0.00558313
-3.6260e-04,0.00586531
-3.6240e-04,0.00563156
-3.6220e-04,0.00581813
-3.6200e-04,0.00586656
-3.6180e-04,0.00595625
-3.6160e-04,0.0057375
-3.6140e-04,0.00567531
-3.6120e-04,0.00556969
-3.6100e-04,0.00568906
-3.6080e-04,0.00584938
-3.6060e-04,0.00565344
-3.6040e-04,0.00571187
-3.6020e-04,0.0058
-3.6000e-04,0.00584375
-3.5980e-04,0.00581875
-3.5960e-04,0.00576562
-3.5940e-04,0.00575844
-3.5920e-04,0.00570094
-3.5900e-04,0.00560563
-3.5880e-04,0.00582531
-3.5860e-04,0.00566094
-3.5840e-04,0.00564094
-3.5820e-04,0.00577094
-3.5800e-04,0.00573719
-3.5780e-04,0.00574531
-3.5760e-04,0.00557844
-3.5740e-04,0.00595719
-3.5720e-04,0.00579125
-3.5700e-04,0.00577625
-3.5680e-04,0.00582344
-3.5660e-04,0.00575656
-3.5640e-04,0.00588406
-3.5620e-04,0.00577
-3.5600e-04,0.00579844
-3.5580e-04,0.00552437
-3.5560e-04,0.00569469
-3.5540e-04,0.00576719
-3.5520e-04,0.00566156
-3.5500e-04,0.00557812
-3.5480e-04,0.00551594
-3.5460e-04,0.00574469
-3.5440e-04,0.00569313
-3.5420e-04,0.0055075
-3.5400e-04,0.0056425
-3.5380e-04,0.00576375
-3.5360e-04,0.00579594
-3.5340e-04,0.00571125
-3.5320e-04,0.00575094
-3.5300e-04,0.00575406
-3.5280e-04,0.00576219
-3.5260e-04,0.00570125
-3.5240e-04,0.00577969
-3.5220e-04,0.00579594
-3.5200e-04,0.00572781
-3.5180e-04,0.00534688
-3.5160e-04,0.005685
-3.5140e-04,0.00565812
-3.5120e-04,0.00557781
-3.5100e-04,0.00551469
-3.5080e-04,0.00541406
-3.5060e-04,0.0055675
-3.5040e-04,0.0057225
-3.5020e-04,0.00574219
-3.5000e-04,0.00548188
-3.4980e-04,0.00575906
-3.4960e-04,0.0056925
-3.4940e-04,0.00546781
-3.4920e-04,0.00581156
-3.4900e-04,0.00555969
-3.4880e-04,0.00539719
-3.4860e-04,0.00569437
-3.4840e-04,0.00557156
-3.4820e-04,0.00570281
-3.4800e-04,0.00546719
-3.4780e-04,0.00564531
-3.4760e-04,0.00561469
-3.4740e-04,0.00569188
-3.4720e-04,0.00557656
-3.4700e-04,0.00561906
-3.4680e-04,0.00544344
-3.4660e-04,0.00542094
-3.4640e-04,0.00573969
-3.4620e-04,0.00573719
-3.4600e-04,0.005625
-3.4580e-04,0.00541156
-3.4560e-04,0.00574594
-3.4540e-04,0.0056925
-3.4520e-04,0.00562375
-3.4500e-04,0.00546156
-3.4480e-04,0.00549844
-3.4460e-04,0.00561313
