Model,MDO3012
-9.4580e-04,0.0415125
-9.4560e-04,0.0450563
-9.4540e-04,0.0495281
-9.4520e-04,0.041175
-9.4500e-04,0.0459
-9.4480e-04,0.0482625
-9.4460e-04,0.0449719
-9.4440e-04,0.04185
-9.4420e-04,0.0433687
-9.4400e-04,0.0494438
-9.4380e-04,0.0460687
-9.4360e-04,0.046575
-9.4340e-04,0.0429469
-9.4320e-04,0.046575
-9.4300e-04,0.0476719
-9.4280e-04,0.042525
-9.4260e-04,0.0441281
-9.4240e-04,0.0442125
-9.4220e-04,0.0428625
-9.4200e-04,0.046575
-9.4180e-04,0.04455
-9.4160e-04,0.0421875
-9.4140e-04,0.0457313
-9.4120e-04,0.0453937
-9.4100e-04,0.0447187
-9.4080e-04,0.0448875
-9.4060e-04,0.0485156
-9.4040e-04,0.0442969
-9.4020e-04,0.0475031
-9.4000e-04,0.0466594
-9.3980e-04,0.041175
-9.3960e-04,0.0473344
-9.3940e-04,0.0431156
-9.3920e-04,0.04995
-9.3900e-04,0.0482625
-9.3880e-04,0.047925
-9.3860e-04,0.0480937
-9.3840e-04,0.04725
-9.3820e-04,0.0458156
-9.3800e-04,0.0435375
-9.3780e-04,0.0486
-9.3760e-04,0.0496969
-9.3740e-04,0.0461531
-9.3720e-04,0.0459844
-9.3700e-04,0.0421875
-9.3680e-04,0.0509625
-9.3660e-04,0.0466594
-9.3640e-04,0.0449719
-9.3620e-04,0.0464062
-9.3600e-04,0.0475875
-9.3580e-04,0.0481781
-9.3560e-04,0.0473344
-9.3540e-04,0.049275
-9.3520e-04,0.045225
-9.3500e-04,0.0477562
-9.3480e-04,0.0450563
-9.3460e-04,0.0500344
-9.3440e-04,0.0511312
-9.3420e-04,0.0453094
-9.3400e-04,0.0475031
-9.3380e-04,0.0505406
-9.3360e-04,0.051975
-9.3340e-04,0.0475031
-9.3320e-04,0.0481781
-9.3300e-04,0.0487688
-9.3280e-04,0.0495281
-9.3260e-04,0.0507094
-9.3240e-04,0.0537469
-9.3220e-04,0.0505406
-9.3200e-04,0.0450563
-9.3180e-04,0.0527344
-9.3160e-04,0.0507937
-9.3140e-04,0.0505406
-9.3120e-04,0.0486
-9.3100e-04,0.0481781
-9.3080e-04,0.0513844
-9.3060e-04,0.05265
-9.3040e-04,0.0529875
-9.3020e-04,0.0504562
-9.3000e-04,0.0513844
-9.2980e-04,0.0460687
-9.2960e-04,0.0567
-9.2940e-04,0.0464906
-9.2920e-04,0.049275
-9.2900e-04,0.0464062
-9.2880e-04,0.0520594
-9.2860e-04,0.0508781
-9.2840e-04,0.0514687
-9.2820e-04,0.0496125
-9.2800e-04,0.0534937
-9.2780e-04,0.0536625
-9.2760e-04,0.0515531
-9.2740e-04,0.0551812
-9.2720e-04,0.0530719
-9.2700e-04,0.0495281
-9.2680e-04,0.0511312
-9.2660e-04,0.054675
-9.2640e-04,0.0534937
-9.2620e-04,0.0464906
-9.2600e-04,0.0535781
-9.2580e-04,0.0487688
-9.2560e-04,0.0478406
-9.2540e-04,0.0495281
-9.2520e-04,0.0530719
-9.2500e-04,0.0498656
-9.2480e-04,0.0523125
-9.2460e-04,0.0523125
-9.2440e-04,0.0518062
-9.2420e-04,0.05535
-9.2400e-04,0.0502031
-9.2380e-04,0.05265
-9.2360e-04,0.0520594
-9.2340e-04,0.0567844
-9.2320e-04,0.0476719
-9.2300e-04,0.0541687
-9.2280e-04,0.053325
-9.2260e-04,0.0529875
-9.2240e-04,0.0498656
-9.2220e-04,0.0530719
-9.2200e-04,0.0567
-9.2180e-04,0.0545906
-9.2160e-04,0.0521437
-9.2140e-04,0.0562781
-9.2120e-04,0.0558562
-9.2100e-04,0.054
-9.2080e-04,0.0491062
-9.2060e-04,0.0511312
-9.2040e-04,0.0536625
-9.2020e-04,0.0561937
-9.2000e-04,0.05535
-9.1980e-04,0.0509625
-9.1960e-04,0.0516375
-9.1940e-04,0.0520594
-9.1920e-04,0.0559406
-9.1900e-04,0.0556875
-9.1880e-04,0.0556031
-9.1860e-04,0.0576281
-9.1840e-04,0.0555187
-9.1820e-04,0.0536625
-9.1800e-04,0.0544219
-9.1780e-04,0.054675
-9.1760e-04,0.0528187
-9.1740e-04,0.0528187
-9.1720e-04,0.0571219
-9.1700e-04,0.0572906
-9.1680e-04,0.0575438
-9.1660e-04,0.0523969
-9.1640e-04,0.0521437
-9.1620e-04,0.0538312
-9.1600e-04,0.0554344
-9.1580e-04,0.0567844
-9.1560e-04,0.0583031
-9.1540e-04,0.0576281
-9.1520e-04,0.0589781
-9.1500e-04,0.0550969
-9.1480e-04,0.0552656
-9.1460e-04,0.0536625
-9.1440e-04,0.0555187
-9.1420e-04,0.0578812
-9.1400e-04,0.0554344
-9.1380e-04,0.0529875
-9.1360e-04,0.0584719
-9.1340e-04,0.0588937
-9.1320e-04,0.0569531
-9.1300e-04,0.0571219
-9.1280e-04,0.0567844
-9.1260e-04,0.0577125
-9.1240e-04,0.057375
-9.1220e-04,0.0558562
-9.1200e-04,0.0615094
-9.1180e-04,0.0582187
-9.1160e-04,0.0534937
-9.1140e-04,0.0564469
-9.1120e-04,0.0567
-9.1100e-04,0.0584719
-9.1080e-04,0.057375
-9.1060e-04,0.0599906
-9.1040e-04,0.05805
-9.1020e-04,0.0597375
-9.1000e-04,0.0597375
-9.0980e-04,0.0564469
-9.0960e-04,0.0566156
-9.0940e-04,0.0590625
-9.0920e-04,0.0632812
-9.0900e-04,0.0597375
-9.0880e-04,0.0612563
-9.0860e-04,0.0571219
-9.0840e-04,0.0561937
-9.0820e-04,0.0582187
-9.0800e-04,0.0534937
-9.0780e-04,0.0591469
-9.0760e-04,0.0593156
-9.0740e-04,0.061425
-9.0720e-04,0.0610875
-9.0700e-04,0.0623531
-9.0680e-04,0.0594844
-9.0660e-04,0.056025
-9.0640e-04,0.0613406
-9.0620e-04,0.0585562
-9.0600e-04,0.0605813
-9.0580e-04,0.0615094
-9.0560e-04,0.0590625
-9.0540e-04,0.0590625
-9.0520e-04,0.0617625
-9.0500e-04,0.0648
-9.0480e-04,0.0615094
-9.0460e-04,0.0601594
-9.0440e-04,0.0593156
-9.0420e-04,0.0568688
-9.0400e-04,0.0617625
-9.0380e-04,0.0628594
-9.0360e-04,0.0606656
-9.0340e-04,0.0626906
-9.0320e-04,0.0605813
-9.0300e-04,0.0599906
-9.0280e-04,0.0595687
-9.0260e-04,0.0617625
-9.0240e-04,0.0646312
-9.0220e-04,0.060075
-9.0200e-04,0.0602437
-9.0180e-04,0.0631125
-9.0160e-04,0.0621
-9.0140e-04,0.0631969
-9.0120e-04,0.0616781
-9.0100e-04,0.0629437
-9.0080e-04,0.0716344
-9.0060e-04,0.0626062
-9.0040e-04,0.0635344
-9.0020e-04,0.0642938
-9.0000e-04,0.0667406
-8.9980e-04,0.0619312
-8.9960e-04,0.0611719
-8.9940e-04,0.0621844
-8.9920e-04,0.0594844
-8.9900e-04,0.0644625
-8.9880e-04,0.0639562
-8.9860e-04,0.0636187
-8.9840e-04,0.0669937
-8.9820e-04,0.0620156
-8.9800e-04,0.0618469
-8.9780e-04,0.0621844
-8.9760e-04,0.0644625
-8.9740e-04,0.0610031
-8.9720e-04,0.0637031
-8.9700e-04,0.0594
-8.9680e-04,0.0664875
-8.9660e-04,0.0658125
-8.9640e-04,0.0637031
-8.9620e-04,0.0651375
-8.9600e-04,0.0670781
-8.9580e-04,0.0628594
-8.9560e-04,0.0653062
-8.9540e-04,0.0673312
-8.9520e-04,0.0642938
-8.9500e-04,0.064125
-8.9480e-04,0.0656438
-8.9460e-04,0.0635344
-8.9440e-04,0.0710437
-8.9420e-04,0.0644625
-8.9400e-04,0.0632812
-8.9380e-04,0.0675844
-8.9360e-04,0.0648
-8.9340e-04,0.0666562
-8.9320e-04,0.0664875
-8.9300e-04,0.0665719
-8.9280e-04,0.064125
-8.9260e-04,0.06885
-8.9240e-04,0.0653062
-8.9220e-04,0.0696094
-8.9200e-04,0.0689344
-8.9180e-04,0.069525
-8.9160e-04,0.0680062
-8.9140e-04,0.0649688
-8.9120e-04,0.0651375
-8.9100e-04,0.0696937
-8.9080e-04,0.0704531
-8.9060e-04,0.06885
-8.9040e-04,0.0673312
-8.9020e-04,0.0670781
-8.9000e-04,0.0699469
-8.8980e-04,0.0693563
-8.8960e-04,0.0625219
-8.8940e-04,0.0672469
-8.8920e-04,0.0698625
-8.8900e-04,0.0686813
-8.8880e-04,0.0687656
-8.8860e-04,0.069525
-8.8840e-04,0.0700312
-8.8820e-04,0.0669937
-8.8800e-04,0.0671625
-8.8780e-04,0.06615
-8.8760e-04,0.0680062
-8.8740e-04,0.0704531
-8.8720e-04,0.0675844
-8.8700e-04,0.06885
-8.8680e-04,0.0699469
-8.8660e-04,0.0702
-8.8640e-04,0.0696094
-8.8620e-04,0.0702
-8.8600e-04,0.0674156
-8.8580e-04,0.0707906
-8.8560e-04,0.0674156
-8.8540e-04,0.0717187
-8.8520e-04,0.0705375
-8.8500e-04,0.0672469
-8.8480e-04,0.0699469
-8.8460e-04,0.0727312
-8.8440e-04,0.06345
-8.8420e-04,0.0720562
-8.8400e-04,0.069525
-8.8380e-04,0.0670781
-8.8360e-04,0.0707062
-8.8340e-04,0.0716344
-8.8320e-04,0.0716344
-8.8300e-04,0.0642094
-8.8280e-04,0.0693563
-8.8260e-04,0.0720562
-8.8240e-04,0.0719719
-8.8220e-04,0.0718875
-8.8200e-04,0.072225
-8.8180e-04,0.0702844
-8.8160e-04,0.0718875
-8.8140e-04,0.0713812
-8.8120e-04,0.0750937
-8.8100e-04,0.066825
-8.8080e-04,0.0704531
-8.8060e-04,0.0712125
-8.8040e-04,0.0709594
-8.8020e-04,0.07155
-8.8000e-04,0.0686813
-8.7980e-04,0.0712125
-8.7960e-04,0.0721406
-8.7940e-04,0.0712125
-8.7920e-04,0.0725625
-8.7900e-04,0.0739125
-8.7880e-04,0.0725625
-8.7860e-04,0.06885
-8.7840e-04,0.0685125
-8.7820e-04,0.0755156
-8.7800e-04,0.0751781
-8.7780e-04,0.0752625
-8.7760e-04,0.074925
-8.7740e-04,0.0703687
-8.7720e-04,0.0718031
-8.7700e-04,0.074925
-8.7680e-04,0.0750094
-8.7660e-04,0.0709594
-8.7640e-04,0.0717187
-8.7620e-04,0.0773719
-8.7600e-04,0.0726469
-8.7580e-04,0.0757687
-8.7560e-04,0.0747562
-8.7540e-04,0.0738281
-8.7520e-04,0.0748406
-8.7500e-04,0.0740812
-8.7480e-04,0.0754312
-8.7460e-04,0.0756
-8.7440e-04,0.0741656
-8.7420e-04,0.0730688
-8.7400e-04,0.0741656
-8.7380e-04,0.0751781
-8.7360e-04,0.0745875
-8.7340e-04,0.0797344
-8.7320e-04,0.0750094
-8.7300e-04,0.0763594
-8.7280e-04,0.0777094
-8.7260e-04,0.0730688
-8.7240e-04,0.0770344
-8.7220e-04,0.0777937
-8.7200e-04,0.0739125
-8.7180e-04,0.0707906
-8.7160e-04,0.0740812
-8.7140e-04,0.0763594
-8.7120e-04,0.0729
-8.7100e-04,0.07695
-8.7080e-04,0.0759375
-8.7060e-04,0.0753469
-8.7040e-04,0.0737437
-8.7020e-04,0.0804938
-8.7000e-04,0.0764437
-8.6980e-04,0.0771187
-8.6960e-04,0.0777094
-8.6940e-04,0.0759375
-8.6920e-04,0.0786375
-8.6900e-04,0.0799875
-8.6880e-04,0.0760219
-8.6860e-04,0.0768656
-8.6840e-04,0.0775406
-8.6820e-04,0.0784687
-8.6800e-04,0.0791437
-8.6780e-04,0.0761063
-8.6760e-04,0.0774563
-8.6740e-04,0.0793969
-8.6720e-04,0.0795656
-8.6700e-04,0.0804938
-8.6680e-04,0.0800719
-8.6660e-04,0.0783
-8.6640e-04,0.0793125
-8.6620e-04,0.0786375
-8.6600e-04,0.0779625
-8.6580e-04,0.0813375
-8.6560e-04,0.0795656
-8.6540e-04,0.076275
-8.6520e-04,0.0783844
-8.6500e-04,0.0810844
-8.6480e-04,0.0772031
-8.6460e-04,0.0775406
-8.6440e-04,0.0788906
-8.6420e-04,0.0764437
-8.6400e-04,0.0786375
-8.6380e-04,0.0807469
-8.6360e-04,0.0811688
-8.6340e-04,0.0771187
-8.6320e-04,0.078975
-8.6300e-04,0.0846281
-8.6280e-04,0.0783844
-8.6260e-04,0.0798187
-8.6240e-04,0.0819281
-8.6220e-04,0.0837
-8.6200e-04,0.0807469
-8.6180e-04,0.0788906
-8.6160e-04,0.0785531
-8.6140e-04,0.0785531
-8.6120e-04,0.0784687
-8.6100e-04,0.08505
-8.6080e-04,0.0808312
-8.6060e-04,0.0828562
-8.6040e-04,0.0805781
-8.6020e-04,0.0815906
-8.6000e-04,0.0815062
-8.5980e-04,0.078975
-8.5960e-04,0.0810844
-8.5940e-04,0.0813375
-8.5920e-04,0.0837844
-8.5900e-04,0.0800719
-8.5880e-04,0.0767813
-8.5860e-04,0.080325
-8.5840e-04,0.0828562
-8.5820e-04,0.0801562
-8.5800e-04,0.081675
-8.5780e-04,0.0853031
-8.5760e-04,0.0770344
-8.5740e-04,0.0820969
-8.5720e-04,0.0840375
-8.5700e-04,0.084375
-8.5680e-04,0.083025
-8.5660e-04,0.0838687
-8.5640e-04,0.0854719
-8.5620e-04,0.08505
-8.5600e-04,0.0815906
-8.5580e-04,0.0847969
-8.5560e-04,0.0853031
-8.5540e-04,0.0863156
-8.5520e-04,0.0849656
-8.5500e-04,0.087075
-8.5480e-04,0.0860625
-8.5460e-04,0.0849656
-8.5440e-04,0.0894375
-8.5420e-04,0.0881719
-8.5400e-04,0.085725
-8.5380e-04,0.0858094
-8.5360e-04,0.0833625
-8.5340e-04,0.0808312
-8.5320e-04,0.0853875
-8.5300e-04,0.0873281
-8.5280e-04,0.0809156
-8.5260e-04,0.0912937
-8.5240e-04,0.0864
-8.5220e-04,0.0831937
-8.5200e-04,0.0825187
-8.5180e-04,0.0853031
-8.5160e-04,0.0836156
-8.5140e-04,0.0856406
-8.5120e-04,0.0842906
-8.5100e-04,0.0847125
-8.5080e-04,0.0840375
-8.5060e-04,0.0832781
-8.5040e-04,0.0858937
-8.5020e-04,0.0845437
-8.5000e-04,0.0886781
-8.4980e-04,0.0869906
-8.4960e-04,0.0862312
-8.4940e-04,0.0867375
-8.4920e-04,0.0865687
-8.4900e-04,0.0862312
-8.4880e-04,0.0842063
-8.4860e-04,0.0885938
-8.4840e-04,0.0946687
-8.4820e-04,0.0901969
-8.4800e-04,0.0861469
-8.4780e-04,0.0827719
-8.4760e-04,0.0875812
-8.4740e-04,0.0892688
-8.4720e-04,0.0863156
-8.4700e-04,0.0847125
-8.4680e-04,0.0895219
-8.4660e-04,0.0906187
-8.4640e-04,0.0864
-8.4620e-04,0.0887625
-8.4600e-04,0.0891844
-8.4580e-04,0.0875812
-8.4560e-04,0.0918
-8.4540e-04,0.0926437
-8.4520e-04,0.0895219
-8.4500e-04,0.0867375
-8.4480e-04,0.0882562
-8.4460e-04,0.0910406
-8.4440e-04,0.0876656
-8.4420e-04,0.0899437
-8.4400e-04,0.0874969
-8.4380e-04,0.0867375
-8.4360e-04,0.0892688
-8.4340e-04,0.0893531
-8.4320e-04,0.088425
-8.4300e-04,0.088425
-8.4280e-04,0.0941625
-8.4260e-04,0.09315
-8.4240e-04,0.0916312
-8.4220e-04,0.0886781
-8.4200e-04,0.0907875
-8.4180e-04,0.0892688
-8.4160e-04,0.0925594
-8.4140e-04,0.0909562
-8.4120e-04,0.0889312
-8.4100e-04,0.0869906
-8.4080e-04,0.0912094
-8.4060e-04,0.0919687
-8.4040e-04,0.0890156
-8.4020e-04,0.0885938
-8.4000e-04,0.0923063
-8.3980e-04,0.0950906
-8.3960e-04,0.09315
-8.3940e-04,0.0943312
-8.3920e-04,0.0891
-8.3900e-04,0.0880031
-8.3880e-04,0.0925594
-8.3860e-04,0.0917156
-8.3840e-04,0.0963562
-8.3820e-04,0.0915469
-8.3800e-04,0.0949219
-8.3780e-04,0.0945844
-8.3760e-04,0.09315
-8.3740e-04,0.0906187
-8.3720e-04,0.0915469
-8.3700e-04,0.0919687
-8.3680e-04,0.0955125
-8.3660e-04,0.0941625
-8.3640e-04,0.0910406
-8.3620e-04,0.09585
-8.3600e-04,0.0934875
-8.3580e-04,0.0961031
-8.3560e-04,0.0919687
-8.3540e-04,0.09315
-8.3520e-04,0.095175
-8.3500e-04,0.0929813
-8.3480e-04,0.0982969
-8.3460e-04,0.0984656
-8.3440e-04,0.0916312
-8.3420e-04,0.0918844
-8.3400e-04,0.0943312
-8.3380e-04,0.0967781
-8.3360e-04,0.0932344
-8.3340e-04,0.0964406
-8.3320e-04,0.0955125
-8.3300e-04,0.0956812
-8.3280e-04,0.0964406
-8.3260e-04,0.0972844
-8.3240e-04,0.0950906
-8.3220e-04,0.0996469
-8.3200e-04,0.0954281
-8.3180e-04,0.0972844
-8.3160e-04,0.0933187
-8.3140e-04,0.0950906
-8.3120e-04,0.0947531
-8.3100e-04,0.0939094
-8.3080e-04,0.0945
-8.3060e-04,0.0955125
-8.3040e-04,0.0977906
-8.3020e-04,0.0963562
-8.3000e-04,0.0941625
-8.2980e-04,0.0984656
-8.2960e-04,0.0988875
-8.2940e-04,0.0949219
-8.2920e-04,0.0933187
-8.2900e-04,0.0999
-8.2880e-04,0.0977906
-8.2860e-04,0.099225
-8.2840e-04,0.0966094
-8.2820e-04,0.0982969
-8.2800e-04,0.0948375
-8.2780e-04,0.0977062
-8.2760e-04,0.100237
-8.2740e-04,0.0970312
-8.2720e-04,0.10125
-8.2700e-04,0.102853
-8.2680e-04,0.0973688
-8.2660e-04,0.0980437
-8.2640e-04,0.0982969
-8.2620e-04,0.0969469
-8.2600e-04,0.0950062
-8.2580e-04,0.0996469
-8.2560e-04,0.0987187
-8.2540e-04,0.0970312
-8.2520e-04,0.0959344
-8.2500e-04,0.0975375
-8.2480e-04,0.0945
-8.2460e-04,0.100659
-8.2440e-04,0.100659
-8.2420e-04,0.0999
-8.2400e-04,0.100153
-8.2380e-04,0.0998156
-8.2360e-04,0.103191
-8.2340e-04,0.0980437
-8.2320e-04,0.0991406
-8.2300e-04,0.100912
-8.2280e-04,0.103697
-8.2260e-04,0.101081
-8.2240e-04,0.102094
-8.2220e-04,0.101081
-8.2200e-04,0.100997
-8.2180e-04,0.100997
-8.2160e-04,0.100828
-8.2140e-04,0.100322
-8.2120e-04,0.0988031
-8.2100e-04,0.100069
-8.2080e-04,0.101587
-8.2060e-04,0.101334
-8.2040e-04,0.1026
-8.2020e-04,0.0987187
-8.2000e-04,0.0975375
-8.1980e-04,0.101587
-8.1960e-04,0.0969469
-8.1940e-04,0.100406
-8.1920e-04,0.102684
-8.1900e-04,0.102009
-8.1880e-04,0.0998156
-8.1860e-04,0.0997312
-8.1840e-04,0.104456
-8.1820e-04,0.1026
-8.1800e-04,0.10125
-8.1780e-04,0.107916
-8.1760e-04,0.105891
-8.1740e-04,0.10395
-8.1720e-04,0.104709
-8.1700e-04,0.105806
-8.1680e-04,0.100997
-8.1660e-04,0.105047
-8.1640e-04,0.106903
-8.1620e-04,0.104287
-8.1600e-04,0.103781
-8.1580e-04,0.102769
-8.1560e-04,0.101587
-8.1540e-04,0.102769
-8.1520e-04,0.106144
-8.1500e-04,0.102937
-8.1480e-04,0.104372
-8.1460e-04,0.102431
-8.1440e-04,0.104709
-8.1420e-04,0.110447
-8.1400e-04,0.106481
-8.1380e-04,0.106397
